timestamp actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5
8185.71 -0.2085432442351137 -0.5895754507630745 0.6862495515523996 3.342908964848801e-05 -2.2365599576979564e-05 3.1511937788940047e-05
